transaction_amount,attempt_number,prior_failed_attempt_count,prior_temporary_failure_count,has_failure_reason,currency__INR,currency__USD,currency__AED,payment_method_attempted__UPI,payment_method_attempted__CARD,payment_method_attempted__NET_BANKING,failure_category__TEMPORARY_FAILURE,failure_category__PAYMENT_METHOD_FAILURE,failure_category__CUSTOMER_ACTION_REQUIRED,failure_category__UNKNOWN_FAILURE,candidate_action_type__RETRY,candidate_action_type__ALTERNATE_METHOD,candidate_action_type__CUSTOMER_ACTION,candidate_action_type__ESCALATE,recovery_success
10660,4,3,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
20690,5,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1050,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
2460,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
610,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
11930,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
22970,3,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
810,5,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1470,5,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8090,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
40000,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
620,3,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1270,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1320,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
27370,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
800,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
27700,4,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
630,2,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
33270,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2290,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
14580,4,2,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1070,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
640,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
620,5,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2810,5,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
28620,3,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
12650,4,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2290,4,2,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1680,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2990,4,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
650,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1520,4,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
8300,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
700,5,2,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1420,4,3,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
13020,3,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
14630,3,2,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2590,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
36630,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2580,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4820,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
18780,4,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
5830,5,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
5240,2,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1100,3,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
5790,5,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
4480,5,2,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
22780,5,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
640,5,3,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1010,3,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1640,5,3,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1960,4,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1700,2,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
6520,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7000,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1520,5,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
590,4,3,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7360,3,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
780,3,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
730,3,2,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
35620,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2070,4,3,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
650,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8410,5,3,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
10430,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
990,5,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
690,3,2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1030,5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1800,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1090,4,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
790,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
13730,2,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
19940,4,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
37960,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1080,2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1070,3,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
5140,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
670,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
610,3,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
2710,2,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
19940,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
26210,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1180,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1590,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2870,4,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1490,5,2,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
23770,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
640,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1650,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4930,5,4,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
11200,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1050,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1090,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
4870,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
1980,3,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1780,4,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
710,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
600,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
610,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
690,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
28380,5,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2490,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
920,5,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
11680,4,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
810,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2370,3,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
610,3,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
4440,2,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1570,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
26830,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2460,3,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6010,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
2570,5,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1930,3,2,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
16110,5,4,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
18960,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
680,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
680,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1050,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
6650,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
610,2,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
640,5,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1400,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3860,3,2,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
600,2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
720,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7650,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
790,3,2,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
5370,5,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5340,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1050,5,4,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
800,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4370,2,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
7820,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
2840,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
13240,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
17670,3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1720,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
4590,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1170,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
640,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
760,4,3,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
8260,4,3,3,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
12010,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
4860,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
38980,5,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
25950,3,2,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2570,4,3,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
4450,4,3,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
16110,4,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
2630,3,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2730,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
4090,4,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
1690,4,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
980,4,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
710,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
600,3,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
9880,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
630,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
8900,5,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1170,3,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
700,5,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1520,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
690,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
18100,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
580,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1730,3,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
590,3,2,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
16930,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2310,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1870,4,3,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
920,3,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
590,5,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
630,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
750,5,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
980,5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
660,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
14670,4,3,2,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
31530,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1040,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
4890,4,3,3,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1320,2,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
23060,5,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
720,3,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
690,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
830,2,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2260,3,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
9180,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
17770,2,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
11450,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
37770,5,3,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
840,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
20810,2,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1130,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1100,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8230,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
680,4,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
1420,5,3,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1240,5,4,2,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
3630,5,4,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
770,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1970,5,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
3940,3,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1980,3,2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
4580,5,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
27680,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2390,2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
4490,4,3,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
31470,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
670,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2190,3,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
5960,4,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
840,4,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12850,5,3,3,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
4810,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4550,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
940,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
760,3,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
3590,3,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
25750,4,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
920,5,4,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
17630,5,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
610,5,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2360,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
15740,5,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
4300,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
750,3,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1060,4,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
2010,4,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2110,5,3,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
25060,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2150,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
640,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
740,5,3,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
15170,4,3,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
2110,5,3,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
12300,5,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1100,2,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
40380,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
4340,5,3,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
720,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
3330,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
980,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5910,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
12120,2,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
890,3,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1610,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1030,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
640,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
580,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
670,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1590,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
4240,5,3,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
5820,5,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1250,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2900,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
34770,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
820,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
19240,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
15450,4,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
710,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1450,4,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
21200,5,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
6000,4,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
16990,5,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1620,4,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
870,5,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5060,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
4040,3,2,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
6090,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
860,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
630,3,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1220,5,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
910,3,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
20300,3,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
40590,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
8050,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3730,2,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
7460,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
13990,5,3,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
3120,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
19350,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
7750,5,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8700,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
670,4,3,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3240,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1020,5,4,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6970,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
4690,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1090,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
580,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
28090,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1160,5,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
9430,5,3,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
19170,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
650,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1870,5,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
3340,2,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
23770,5,4,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
2480,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1490,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
3770,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3590,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
590,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3130,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
610,4,3,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23660,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
6980,5,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1930,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3180,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
1720,5,3,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
37660,4,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6690,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
8870,2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
23860,4,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
2140,5,2,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2400,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
7380,3,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
630,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1230,5,4,3,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1610,3,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1030,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
36920,5,2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
830,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
830,5,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4600,3,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
600,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
4750,3,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4630,5,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4690,4,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
630,4,2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2740,3,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2890,3,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
640,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
31160,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
740,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
810,5,4,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
