transaction_amount,attempt_number,prior_failed_attempt_count,prior_temporary_failure_count,has_failure_reason,currency__INR,currency__USD,currency__AED,payment_method_attempted__UPI,payment_method_attempted__CARD,payment_method_attempted__NET_BANKING,failure_category__TEMPORARY_FAILURE,failure_category__PAYMENT_METHOD_FAILURE,failure_category__CUSTOMER_ACTION_REQUIRED,failure_category__UNKNOWN_FAILURE,candidate_action_type__RETRY,candidate_action_type__ALTERNATE_METHOD,candidate_action_type__CUSTOMER_ACTION,candidate_action_type__ESCALATE
750,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2080,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1060,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
840,5,3,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
660,5,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1290,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
9470,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
720,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
950,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
4990,5,4,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
8440,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2240,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1660,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1460,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
600,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
26530,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1930,4,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6470,5,3,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6120,5,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
9340,5,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
4750,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1910,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
630,4,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
18680,4,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1200,4,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2030,5,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
19690,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
16390,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
7390,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1610,4,3,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1100,5,3,3,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
36900,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5000,4,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2290,5,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
4690,4,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
7580,3,2,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1800,4,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7090,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
10220,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
9140,2,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1490,5,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
920,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
850,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
680,4,3,3,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1340,5,2,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
760,3,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
640,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
4280,4,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
700,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
8300,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3330,5,3,3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
5030,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
2730,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
27730,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
8820,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
26060,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
1100,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
590,5,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
640,3,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2460,3,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7830,4,3,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1680,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
590,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5840,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
950,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
22110,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1090,4,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
650,4,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
700,5,4,3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
4630,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
750,3,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
850,5,2,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
39460,4,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
8210,5,3,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
6110,5,2,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2410,4,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
5260,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1290,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
760,4,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
590,4,3,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
770,5,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
5100,5,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
630,4,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
11160,5,4,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
4370,2,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3660,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3290,3,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
960,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1370,3,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
610,4,2,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
6530,5,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
23410,4,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1420,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
900,4,2,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
970,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
3180,2,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
15950,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1760,5,4,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1450,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
5760,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
37740,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
720,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
7970,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1820,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
15540,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2250,5,2,2,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
670,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
25320,5,2,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
18300,4,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9630,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
9410,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1040,3,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
8720,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
610,2,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
32710,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2980,2,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
36930,3,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
4110,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
31470,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
26380,4,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
21590,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
4700,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
580,4,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
18370,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
860,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
4020,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
580,4,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
15310,5,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
710,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
16390,3,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1210,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
9240,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
4190,4,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
22130,5,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1500,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6240,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
18280,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
630,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2540,5,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
600,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
620,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
830,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1010,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
640,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
13190,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
970,2,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2150,3,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
2820,2,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
700,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
8970,5,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9150,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1310,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
4040,3,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
6690,3,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
3340,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
3550,4,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1510,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3440,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
810,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1240,5,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1020,4,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
790,4,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
3550,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
3030,3,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2360,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1210,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
780,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1240,5,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
870,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
900,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
890,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2590,5,4,3,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
23700,4,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
2790,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1360,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
640,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1110,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
10870,5,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
8740,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6840,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
18270,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1210,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
4330,4,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
12670,4,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1370,4,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
670,5,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
600,3,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
31200,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
590,4,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
8770,4,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2070,5,3,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
28460,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1840,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
4810,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2980,5,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1480,5,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1020,2,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
730,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
11290,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1810,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
18250,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
3670,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
17310,4,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
670,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
630,4,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2480,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
970,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
850,2,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
690,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
800,4,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
20670,5,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
34600,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
4970,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
940,3,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
34670,5,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
610,5,2,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
860,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
16160,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
13750,5,3,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
34510,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2170,2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
680,3,2,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
5500,5,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
650,5,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
690,5,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2660,5,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
14220,5,4,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
800,5,3,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1980,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3690,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1070,5,4,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
22270,5,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2040,4,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
7030,4,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
810,4,3,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
10910,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2680,4,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
800,4,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
12620,5,3,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3930,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1110,4,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
30430,5,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1170,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
980,4,3,3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1390,4,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
21750,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2770,5,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
4040,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
730,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
870,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
2950,3,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2200,5,3,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
10450,4,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1150,3,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
20490,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1050,3,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
17860,2,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
8300,4,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
10310,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
14630,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2680,5,3,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
4150,4,3,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
650,5,2,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
17450,2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
880,3,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
27740,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3220,5,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
15230,5,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
950,4,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
27380,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
950,3,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
790,5,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
13440,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
730,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1490,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1200,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1910,2,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
990,2,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
18400,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
700,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
3470,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1960,5,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
26420,4,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1790,4,2,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
37850,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
5640,2,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
22960,2,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1630,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
610,3,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
3160,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2350,3,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
620,2,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
830,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
4570,2,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
20420,4,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
780,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
600,5,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
10620,4,2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1260,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
25160,4,3,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5130,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
25040,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2960,5,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
9490,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1340,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
12610,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
32290,5,4,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
3290,5,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
860,3,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
15220,5,4,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
1470,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1390,2,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
7790,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
4130,5,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2770,4,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
7010,2,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
5120,4,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
800,4,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
32080,4,2,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
6240,5,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1810,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
13060,3,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
13020,2,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
590,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
590,5,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
13640,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
34250,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2260,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2920,5,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1760,4,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
32730,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1350,5,3,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
620,3,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
2170,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
4820,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
3110,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5210,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
7630,5,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1340,4,3,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1070,3,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
4780,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
690,3,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
18980,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2790,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1860,5,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3520,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
6810,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2900,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
22960,5,4,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
12390,5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
6600,4,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6750,5,4,3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1290,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
5030,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
